"","Powierzchnia","Forma wlasnosci","Liczba pokoi","Stan wykonczenia","Pietro","Balkon / ogród / taras","Czynsz","Miejsce parkingowe","Obsluga zdalna","Ogrzewanie","Rynek","Typ ogloszeniodawcy","Rok budowy","Rodzaj zabudowy","Okna","Winda","Media","Zabezpieczenia","Wyposazenie","Informacje dodatkowe","Material budynku","cena","urlo","miasto","Dostepne od"
"1:247","36,3 m²","pelna wlasnosc","2 ","do zamieszkania","3/7","balkon","350 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","2021","blok","plastikowe","tak","telewizja kablowa, internet",NA,NA,"piwnica",NA,"399 000 zl","https://www.otodom.pl/pl/oferta/ul-kwarcowa-2-pok-36-m2-3p-2021-r-ID4h2pJ","lublin",NA
"1:248","29 m²","pelna wlasnosc","2 ","do remontu","2/2","balkon","190 zl","garaz/miejsce parkingowe","zapytaj","elektryczne","wtórny","biuro nieruchomosci ","1900","kamienica",NA,"tak",NA,NA,NA,NA,"cegla","306 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-inwestycyjne-w-kamienicy-centrum-ID4h2gl","lublin",NA
"1:249","31,23 m²","pelna wlasnosc","1 ","do wykonczenia","parter/3","taras","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","deweloper","2023","blok","plastikowe","tak","internet, telefon","teren zamkniety, domofon / wideofon, monitoring / ochrona",NA,NA,NA,"237 348 zl","https://www.otodom.pl/pl/oferta/nowa-kreta-b1-mieszkanie-lm-02-ID4f6ox","lublin",NA
"1:250","37,69 m²","pelna wlasnosc","2 ","do wykonczenia","3/3","balkon","zapytaj","garaz/miejsce parkingowe","tak","miejskie","pierwotny","deweloper","2023","blok","plastikowe","tak","telewizja kablowa, internet","drzwi / okna antywlamaniowe, domofon / wideofon",NA,"piwnica","zelbet","463 210,10 zl","https://www.otodom.pl/pl/oferta/dwupokojowe-mieszkanie-fieldorfa-3-m-19-ID4gqmi","lublin",NA
"1:251","34,77 m²","pelna wlasnosc","1 ","do wykonczenia","parter/5","ogródek, taras","zapytaj","garaz/miejsce parkingowe","tak","miejskie","pierwotny","deweloper","2024","blok","plastikowe","tak","internet, telefon","domofon / wideofon, monitoring / ochrona",NA,"piwnica, pom. uzytkowe","cegla","274 683 zl","https://www.otodom.pl/pl/oferta/diamentowe-tarasy-nowoczesne-mieszkanie-c-m35-ID4fkAa","lublin",NA
"1:252","37,1 m²","spóldzielcze wlasnosciowe","2 ","do zamieszkania","8/10","balkon","350 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1968","blok","plastikowe","tak",NA,NA,NA,"piwnica, oddzielna kuchnia","wielka plyta","350 000 zl","https://www.otodom.pl/pl/oferta/zadbane-2-pokoje-lsm-przy-uczelniach-ID4h0Xf","lublin",NA
"1:253","34,65 m²","pelna wlasnosc","1 ","do wykonczenia","2/3","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","deweloper","2023","blok","plastikowe","tak","internet, telefon","teren zamkniety, domofon / wideofon, monitoring / ochrona",NA,NA,NA,"266 805 zl","https://www.otodom.pl/pl/oferta/nowa-kreta-b1-mieszkanie-lm-23-ID4f6oY","lublin",NA
"1:254","27,72 m²","pelna wlasnosc","1 ","do wykonczenia","3/3","balkon","zapytaj","garaz/miejsce parkingowe","tak","miejskie","pierwotny","deweloper","2023","blok","plastikowe","tak","telewizja kablowa, internet","drzwi / okna antywlamaniowe, domofon / wideofon",NA,"piwnica","zelbet","340 678,80 zl","https://www.otodom.pl/pl/oferta/ustawne-mieszkanie-fieldorfa-3-m-20-ID4gqlN","lublin",NA
"1:255","34,76 m²","pelna wlasnosc","1 ","do wykonczenia","parter/3","ogródek","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2023","blok","plastikowe","tak",NA,"monitoring / ochrona",NA,"oddzielna kuchnia",NA,"264 176 zl","https://www.otodom.pl/pl/oferta/kawalerka-w-nowo-powstajacym-bloku-ID4eNEb","lublin",NA
"1:256","34,6 m²","pelna wlasnosc","2 ","zapytaj","1/3","balkon, taras","45 zl","zapytaj","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2023",NA,"plastikowe","tak","internet","monitoring / ochrona",NA,"oddzielna kuchnia",NA,"269 880 zl","https://www.otodom.pl/pl/oferta/bardzo-ladne-2-pokoje-okazja-ostatnie-ID4gZCI","lublin",NA
"1:257","36,62 m²","pelna wlasnosc","2 ","zapytaj","2/3","balkon, taras","45 zl","zapytaj","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2023",NA,"plastikowe","tak","internet","monitoring / ochrona",NA,"oddzielna kuchnia",NA,"281 974 zl","https://www.otodom.pl/pl/oferta/deweloper-lublin-ostatnie-2-pokoje-okazja-ID4gZCH","lublin",NA
"1:258","36,62 m²","pelna wlasnosc","2 ","zapytaj","2/3","balkon, taras","45 zl","zapytaj","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2023",NA,"plastikowe","tak","internet","monitoring / ochrona",NA,"oddzielna kuchnia",NA,"281 974 zl","https://www.otodom.pl/pl/oferta/kawalerka-lub-2-pokoje-okazja-ostatnie-mieszkani-ID4gZCF","lublin",NA
"1:259","36,62 m²","pelna wlasnosc","2 ","zapytaj","3/3","balkon, taras","45 zl","zapytaj","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2023",NA,"plastikowe","tak","internet","monitoring / ochrona",NA,"oddzielna kuchnia",NA,"281 974 zl","https://www.otodom.pl/pl/oferta/kawalerka-lub-2-pokoje-okazja-ostatnie-mieszkani-ID4gZCG","lublin",NA
"1:260","36,62 m²","pelna wlasnosc","2 ","zapytaj","1/3","balkon, taras","45 zl","zapytaj","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2023",NA,"plastikowe","tak","internet","monitoring / ochrona",NA,"oddzielna kuchnia",NA,"281 974 zl","https://www.otodom.pl/pl/oferta/kawalerka-lub-2-pokoje-okazja-ostatnie-mieszkani-ID4gZCB","lublin",NA
"1:261","34,65 m²","zapytaj","1 ","zapytaj","2/3","balkon, taras","49 zl","zapytaj","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2023",NA,"plastikowe","tak","internet","monitoring / ochrona",NA,"oddzielna kuchnia",NA,"266 805 zl","https://www.otodom.pl/pl/oferta/idealna-lokalizacja-4-minuty-od-centrum-m23-ID4gZCh","lublin",NA
"1:262","36,92 m²","zapytaj","2 ","zapytaj","parter/3","balkon, ogródek, taras","53 zl","zapytaj","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2023",NA,"plastikowe","tak","internet","monitoring / ochrona",NA,"oddzielna kuchnia",NA,"280 592 zl","https://www.otodom.pl/pl/oferta/idealne-2-pokoje-z-ogrodkiem-31m2-w-cenie-okazja-ID4gZCa","lublin",NA
"1:263","36,92 m²","zapytaj","2 ","zapytaj","parter/3","balkon, ogródek, taras","64 zl","zapytaj","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2023",NA,"plastikowe","tak","internet","monitoring / ochrona",NA,"oddzielna kuchnia",NA,"280 592 zl","https://www.otodom.pl/pl/oferta/idealne-2-pokoje-z-ogrodkiem-31m2-w-cenie-okazja-ID4gZC2","lublin",NA
"1:264","33,53 m²","zapytaj","1 ","do wykonczenia","2/6","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2024","blok",NA,"tak",NA,NA,NA,"pom. uzytkowe",NA,"424 500 zl","https://www.otodom.pl/pl/oferta/nowe-mieszkanie-w-centrum-prusa-twins-m9-ID4gZsc","lublin","2024-03-31"
"1:265","37 m²","pelna wlasnosc","2 ","do zamieszkania","5/5","balkon, taras","zapytaj","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","2018","blok",NA,"tak",NA,NA,NA,"piwnica, pom. uzytkowe",NA,"469 000 zl","https://www.otodom.pl/pl/oferta/sloneczne-2-pokoje-z-tarasem-ID4gZiG","lublin",NA
"1:266","34,12 m²","pelna wlasnosc","1 ","do zamieszkania","1/2","balkon","210 zl","garaz/miejsce parkingowe","zapytaj","gazowe","wtórny","prywatny","2013","blok","plastikowe","tak",NA,"drzwi / okna antywlamaniowe, domofon / wideofon","lodówka, meble, piekarnik, kuchenka, pralka","piwnica","beton komórkowy","369 000 zl","https://www.otodom.pl/pl/oferta/relaksowa-12-34m2-ID4gVio","lublin",NA
"1:267","28 m²","spóldzielcze wl. z KW","1 ","do zamieszkania","parter/4","balkon","250 zl","zapytaj","zapytaj","miejskie","wtórny","prywatny","1960","blok","plastikowe","nie",NA,"domofon / wideofon","zmywarka, lodówka, meble, kuchenka, pralka","piwnica, oddzielna kuchnia","wielka plyta","293 500 zl","https://www.otodom.pl/pl/oferta/kawalerka-28-m2-lublin-lsm-ID4gYSd","lublin",NA
"1:268","34,25 m²","pelna wlasnosc","2 ","do wykonczenia","3/3","balkon","zapytaj","garaz/miejsce parkingowe","tak","miejskie","pierwotny","deweloper","2023","blok","plastikowe","tak","telewizja kablowa, internet","drzwi / okna antywlamaniowe, domofon / wideofon",NA,"piwnica","zelbet","420 932,50 zl","https://www.otodom.pl/pl/oferta/nowoczesne-mieszkanie-fieldorfa-3-m-23-ID4gqkR","lublin",NA
"1:269","34,1 m²","pelna wlasnosc","2 ","do remontu","parter/2","zapytaj","125 zl","zapytaj","zapytaj","inne","wtórny","biuro nieruchomosci ","1930","kamienica","plastikowe","nie","telewizja kablowa, internet",NA,NA,"piwnica, oddzielna kuchnia","cegla","180 000 zl","https://www.otodom.pl/pl/oferta/stare-bronowice-34-1-m2-na-parterze-ID4fMsZ","lublin",NA
"1:270","32 m²","zapytaj","1 ","do zamieszkania","1/3","balkon","zapytaj","zapytaj","zapytaj","zapytaj","wtórny","prywatny","2011","blok","plastikowe","tak","telewizja kablowa, internet, telefon","domofon / wideofon","lodówka, meble, piekarnik, kuchenka, telewizor, pralka","piwnica, pom. uzytkowe",NA,"345 000 zl","https://www.otodom.pl/pl/oferta/nowoczesna-kawalerka-na-osiedlu-botanik-ID4gYvl","lublin",NA
"1:271","31,5 m²","zapytaj","1 ","do zamieszkania","parter/5","zapytaj","250 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1995","blok",NA,"nie",NA,NA,NA,"oddzielna kuchnia","pustak","315 000 zl","https://www.otodom.pl/pl/oferta/czechow-przytulna-kawalerka-wolna-od-zaraz-ID4gYt8","lublin",NA
"1:272","30,39 m²","pelna wlasnosc","2 ","do zamieszkania","2/3","balkon","200 zl","zapytaj","zapytaj","inne","wtórny","biuro nieruchomosci ","1930","kamienica","plastikowe","nie",NA,"domofon / wideofon",NA,"piwnica","cegla","260 000 zl","https://www.otodom.pl/pl/oferta/2-urokliwe-pokoje-2-pietro-nowoczesne-ID4eZ60","lublin",NA
"1:273","34,65 m²","zapytaj","1 ","zapytaj","1/3","balkon, taras","49 zl","zapytaj","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2023",NA,"plastikowe","tak","internet","monitoring / ochrona",NA,"oddzielna kuchnia",NA,"266 805 zl","https://www.otodom.pl/pl/oferta/idealna-lokalizacja-4-minuty-od-centrum-m10-ID4gY8w","lublin",NA
"1:274","34,65 m²","pelna wlasnosc","1 ","zapytaj","3/3","balkon, taras","49 zl","zapytaj","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2023",NA,"plastikowe","tak","internet","monitoring / ochrona",NA,"oddzielna kuchnia",NA,"266 805 zl","https://www.otodom.pl/pl/oferta/idealna-lokalizacja-4-minuty-od-centrum-m36-ID4gY8p","lublin",NA
"1:275","36,62 m²","pelna wlasnosc","2 ","zapytaj","1/3","balkon, taras","45 zl","zapytaj","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2023",NA,"plastikowe","tak","internet","monitoring / ochrona",NA,"oddzielna kuchnia",NA,"281 974 zl","https://www.otodom.pl/pl/oferta/kawalerka-lub-2-pokoje-okazja-ostatnie-mieszkani-ID4gY8n","lublin",NA
"1:276","34,76 m²","zapytaj","1 ","zapytaj","zapytaj","balkon, taras","49 zl","zapytaj","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2023",NA,"plastikowe","tak","internet","monitoring / ochrona",NA,"oddzielna kuchnia",NA,"264 176 zl","https://www.otodom.pl/pl/oferta/okazja-nowe-najtansze-mieszkanie-w-lublinie-ID4gY8k","lublin",NA
"1:277","36,62 m²","pelna wlasnosc","2 ","zapytaj","3/3","balkon, taras","45 zl","zapytaj","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2023",NA,"plastikowe","tak","internet","monitoring / ochrona",NA,"oddzielna kuchnia",NA,"281 974 zl","https://www.otodom.pl/pl/oferta/deweloper-lublin-ostatnie-2-pokoje-okazja-ID4gY8f","lublin",NA
"1:278","35,42 m²","pelna wlasnosc","2 ","zapytaj","parter/6","ogródek, taras","290 zl","garaz/miejsce parkingowe","zapytaj","zapytaj","wtórny","biuro nieruchomosci ","2022","blok",NA,"tak",NA,NA,NA,"oddzielna kuchnia",NA,"459 000 zl","https://www.otodom.pl/pl/oferta/atrakcyjne-mieszkanie-z-ogrodkiem-ID4gY85","lublin",NA
"1:279","36,35 m²","pelna wlasnosc","2 ","do wykonczenia","3/3","balkon","zapytaj","garaz/miejsce parkingowe","tak","miejskie","pierwotny","deweloper","2023","blok","plastikowe","tak","telewizja kablowa, internet","drzwi / okna antywlamaniowe, domofon / wideofon",NA,"piwnica","zelbet","446 741,50 zl","https://www.otodom.pl/pl/oferta/nowe-mieszkanie-fieldorfa-3-m-24-ID4gqk2","lublin",NA
"1:280","29 m²","pelna wlasnosc","1 ","zapytaj","parter/3","zapytaj","270 zl","zapytaj","zapytaj","miejskie","wtórny","prywatny",NA,"kamienica","plastikowe","nie",NA,"drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon, rolety antywlamaniowe",NA,"piwnica","cegla","335 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-lokal-ul-wieniawska-ID4gXpj","lublin",NA
"1:281","36 m²","pelna wlasnosc","2 ","do zamieszkania","5/5","balkon, taras","300 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","2017","blok","plastikowe","tak","internet","drzwi / okna antywlamaniowe, domofon / wideofon","lodówka, meble, piekarnik, kuchenka, telewizor, pralka","pom. uzytkowe","pustak","469 000 zl","https://www.otodom.pl/pl/oferta/2-pokoje-taras-winda-super-lokalizacja-ID4gX0M","lublin","2022-05-31"
"1:282","35 m²","pelna wlasnosc","1 ","do remontu","8/10","balkon","272 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1985","blok","plastikowe","tak","telewizja kablowa, internet, telefon","domofon / wideofon",NA,"piwnica","wielka plyta","323 000 zl","https://www.otodom.pl/pl/oferta/przestronna-kawalerka-na-czechowie-ID4gVLy","lublin","2022-05-31"
"1:283","35,2 m²","zapytaj","2 ","zapytaj","3/4","zapytaj","350 zl","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ","1968",NA,NA,"nie",NA,NA,NA,"piwnica",NA,"272 000 zl","https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-na-przyjazni-35m2-ID4gVil","lublin",NA
"1:284","36,3 m²","pelna wlasnosc","1 ","do remontu","1/3","zapytaj","300 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1965","blok",NA,"nie","telewizja kablowa, internet, telefon",NA,NA,"piwnica, oddzielna kuchnia","cegla","290 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-na-bronowicach-ID4f3Pf","lublin",NA
"1:285","37,59 m²","pelna wlasnosc","2 ","zapytaj","parter/3","balkon, taras","69 zl","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","biuro nieruchomosci ","2022","apartamentowiec","plastikowe","tak","telewizja kablowa, internet",NA,NA,"piwnica, oddzielna kuchnia","beton komórkowy","259 371 zl","https://www.otodom.pl/pl/oferta/dziesiata-park-b4-m33-okazja-ID4gVeO","lublin",NA
"1:286","34,67 m²","pelna wlasnosc","1 ","do zamieszkania","3/3","balkon","171 zl","zapytaj","zapytaj","inne","wtórny","biuro nieruchomosci ","2008","blok","plastikowe","nie","internet","teren zamkniety, domofon / wideofon",NA,"pom. uzytkowe",NA,"346 700 zl","https://www.otodom.pl/pl/oferta/mieszkanie-dla-pary-lub-inwestycyjne-ul-orkana-ID4fLpf","lublin","2022-03-10"
"1:287","31,3 m²","pelna wlasnosc","1 ","do zamieszkania","1/4","zapytaj","180 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","2013","blok",NA,"tak",NA,"monitoring / ochrona",NA,NA,"pustak","299 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-nowe-budownictwo-niski-czynsz-ID4gWLS","lublin",NA
"1:288","37,9 m²","pelna wlasnosc","2 ","do remontu","parter/4","ogródek","zapytaj","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1971","blok","plastikowe","nie","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, domofon / wideofon","lodówka, meble, piekarnik, kuchenka","piwnica, oddzielna kuchnia","cegla","319 000 zl","https://www.otodom.pl/pl/oferta/dwupokojowe-nad-wawozem-parter-ID4gWJm","lublin",NA
"1:289","35,06 m²","pelna wlasnosc","2 ","zapytaj","1","balkon","300 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1970","blok",NA,"tak",NA,"monitoring / ochrona","meble","piwnica, oddzielna kuchnia, pom. uzytkowe","wielka plyta","349 000 zl","https://www.otodom.pl/pl/oferta/pierwsze-pietro-studencka-okolica-ID4gWIC","lublin",NA
"1:290","31 m²","spóldzielcze wlasnosciowe","1 ","do zamieszkania","10/10","zapytaj","zapytaj","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1974","blok",NA,"tak",NA,NA,NA,"piwnica, oddzielna kuchnia, pom. uzytkowe","wielka plyta","309 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-po-remoncie-wrotkow-ID4gWEl","lublin",NA
"1:291","14,5 m²","zapytaj","1 ","do zamieszkania","1/3","zapytaj","140 zl","zapytaj","zapytaj","gazowe","wtórny","biuro nieruchomosci ","1935","kamienica","plastikowe","nie","telewizja kablowa, internet","monitoring / ochrona",NA,NA,"cegla","199 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-pod-klucz-dla-singla-ID4f5ue","lublin",NA
"1:292","30,94 m²","pelna wlasnosc","2 ","do zamieszkania","2/2","zapytaj","zapytaj","zapytaj","zapytaj","gazowe","wtórny","biuro nieruchomosci ","1930","kamienica","plastikowe","nie","telewizja kablowa, internet","monitoring / ochrona",NA,"piwnica","cegla","255 000 zl","https://www.otodom.pl/pl/oferta/nowy-swiat-2-pokoje-do-wejscia-ID4esrK","lublin",NA
"1:293","36,94 m²","zapytaj","2 ","zapytaj","parter","zapytaj","zapytaj","zapytaj","zapytaj","zapytaj","wtórny","prywatny",NA,"blok",NA,"nie",NA,NA,NA,NA,NA,"370 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-parter-politechnika-37m2-ID4gWoL","lublin",NA
"1:294","33,7 m²","pelna wlasnosc","2 ","do wykonczenia","3/3","balkon","zapytaj","garaz/miejsce parkingowe","tak","miejskie","pierwotny","deweloper","2023","blok","plastikowe","tak","telewizja kablowa, internet","drzwi / okna antywlamaniowe, domofon / wideofon",NA,"piwnica","zelbet","414 173 zl","https://www.otodom.pl/pl/oferta/wygodne-mieszkanie-fieldorfa-3-m-22-ID4gqlm","lublin",NA
"1:295","37 m²","zapytaj","2 ","do zamieszkania","parter/4","balkon","480 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ",NA,"blok",NA,"nie",NA,NA,NA,"oddzielna kuchnia","cegla","375 000 zl","https://www.otodom.pl/pl/oferta/lublin-junoszy-wieniawa-ID4gW7b","lublin",NA
"1:296","35,19 m²","pelna wlasnosc","1 ","do wykonczenia","1/2","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","gazowe","pierwotny","biuro nieruchomosci ","2024","blok","plastikowe","nie",NA,NA,NA,NA,NA,"316 710 zl","https://www.otodom.pl/pl/oferta/nowe-mieszkania-2-km-od-centrum-ID4gW6F","lublin",NA
"1:297","35,1 m²","pelna wlasnosc","2 ","do zamieszkania","1/10","balkon","zapytaj","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1972","blok",NA,"tak",NA,NA,NA,"piwnica, oddzielna kuchnia, pom. uzytkowe","wielka plyta","348 000 zl","https://www.otodom.pl/pl/oferta/2-oddzielne-pokoje-przy-umcs-i-politechnice-ID4gUwf","lublin",NA
"1:298","37 m²","pelna wlasnosc","2 ","do zamieszkania","1/4","balkon","zapytaj","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1967","blok",NA,"nie",NA,NA,"meble","piwnica, oddzielna kuchnia, pom. uzytkowe","cegla","324 000 zl","https://www.otodom.pl/pl/oferta/2-sloneczne-pokoje-wieniawa-ID4gTWD","lublin",NA
"1:299","37 m²","pelna wlasnosc","2 ","do remontu","parter/10","balkon","zapytaj","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1960","blok",NA,"tak",NA,"monitoring / ochrona",NA,"piwnica, pom. uzytkowe","wielka plyta","296 000 zl","https://www.otodom.pl/pl/oferta/dwupokojowe-mieszkanie-ID4gTA2","lublin",NA
"1:300","27,5 m²","pelna wlasnosc","1 ","do zamieszkania","3/4","balkon","zapytaj","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","2015","blok",NA,"tak",NA,"monitoring / ochrona","meble",NA,NA,"339 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-z-balkonem-weglinek-ID4gTzZ","lublin",NA
"1:301","37 m²","spóldzielcze wlasnosciowe","2 ","do remontu","1/4","balkon","zapytaj","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1978","blok",NA,"nie",NA,NA,NA,"piwnica, oddzielna kuchnia, pom. uzytkowe","cegla","324 000 zl","https://www.otodom.pl/pl/oferta/dwa-pokoje-blisko-lubelskich-uczelni-ID4gT8p","lublin",NA
"1:302","34,77 m²","pelna wlasnosc","1 ","zapytaj","parter/5","zapytaj","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2024",NA,"plastikowe","tak",NA,"monitoring / ochrona",NA,"oddzielna kuchnia",NA,"274 683 zl","https://www.otodom.pl/pl/oferta/mieszkanie-34-77-m-lublin-ID4gSZU","lublin",NA
"1:303","33,47 m²","pelna wlasnosc","2 ","zapytaj","1/3","zapytaj","zapytaj","garaz/miejsce parkingowe","tak","miejskie","pierwotny","biuro nieruchomosci ","2022",NA,"plastikowe","tak",NA,"monitoring / ochrona",NA,"piwnica, oddzielna kuchnia",NA,"286 000 zl","https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-iv-kwartal-2022-ID4gSZW","lublin",NA
"1:304","25,78 m²","pelna wlasnosc","1 ","do zamieszkania","1/2","zapytaj","zapytaj","zapytaj","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2022","blok",NA,"nie",NA,NA,NA,"pom. uzytkowe",NA,"299 000 zl","https://www.otodom.pl/pl/oferta/nowe-kawalerki-centrum-lublina-ID4gSju","lublin","2022-12-31"
