"","Powierzchnia","Forma wlasnosci","Liczba pokoi","Stan wykonczenia","Pietro","Balkon / ogród / taras","Czynsz","Miejsce parkingowe","Obsluga zdalna","Ogrzewanie","Rynek","Typ ogloszeniodawcy","Rok budowy","Rodzaj zabudowy","Okna","Winda","Media","Zabezpieczenia","Wyposazenie","Informacje dodatkowe","Material budynku","cena","urlo","miasto","Dostepne od"
"1:71","28,06 m²","pelna wlasnosc","1 ","do wykonczenia","2/2","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-28m2-balkon-bezposrednio-ID4gtFS","gdansk",NA
"1:72","26,12 m²","pelna wlasnosc","1 ","do zamieszkania","> 10/17","zapytaj","250 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","2021",NA,NA,"tak",NA,"monitoring / ochrona",NA,NA,NA,"443 778,80 zl","https://www.otodom.pl/pl/oferta/na-sprzedaz-studio-w-chmurach-ID4hd0K","gdansk",NA
"1:73","34,49 m²","zapytaj","2 ","zapytaj","parter/4","zapytaj","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ",NA,NA,NA,"tak","internet","domofon / wideofon",NA,"pom. uzytkowe","inne","336 500 zl","https://www.otodom.pl/pl/oferta/mieszkanie-2-pok-z-ogrodkiem-ID4hhqM","gdansk",NA
"1:74","28,74 m²","pelna wlasnosc","1 ","do zamieszkania","3/5","balkon","325 zl","zapytaj","zapytaj","miejskie","wtórny","prywatny","2021","apartamentowiec","plastikowe","tak","telewizja kablowa, internet","domofon / wideofon, monitoring / ochrona","zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor",NA,NA,"599 000 zl","https://www.otodom.pl/pl/oferta/apartament-bastion-walowa-gdansk-srodmiescie-ID4g8e2","gdansk",NA
"1:75","24,38 m²","pelna wlasnosc","1 ","do zamieszkania","parter","zapytaj","zapytaj","zapytaj","zapytaj","zapytaj","wtórny","prywatny","1980",NA,"plastikowe","nie",NA,NA,NA,NA,NA,"347 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-w-centrum-starej-oliwy-ID4hjNJ","gdansk",NA
"1:76","37 m²","spóldzielcze wlasnosciowe","2 ","do zamieszkania","parter/3","balkon","350 zl","zapytaj","zapytaj","miejskie","wtórny","prywatny","2007","blok","plastikowe","nie","telewizja kablowa, internet, telefon","domofon / wideofon, rolety antywlamaniowe","zmywarka, lodówka, piekarnik, kuchenka","piwnica",NA,"459 000 zl","https://www.otodom.pl/pl/oferta/2-pokoje-po-remoncie-spoldzielcze-ID4gLIC","gdansk",NA
"1:77","19 m²","pelna wlasnosc","1 ","do zamieszkania","3/4","zapytaj","242 zl","zapytaj","zapytaj","miejskie","wtórny","prywatny","1976","blok","plastikowe","nie",NA,NA,"lodówka, meble, kuchenka, pralka","piwnica","wielka plyta","320 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-kawalerka-przymorze-niskie-oplaty-ID4hhOx","gdansk",NA
"1:78","36 m²","pelna wlasnosc","2 ","do zamieszkania","1/2","ogródek","zapytaj","garaz/miejsce parkingowe","zapytaj","gazowe","wtórny","prywatny","1952","blok","plastikowe","nie","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, domofon / wideofon","lodówka, meble, piekarnik, kuchenka, pralka","piwnica, oddzielna kuchnia",NA,"499 000 zl","https://www.otodom.pl/pl/oferta/centrum-1-pietro-m-parkingowe-ogrod-piwnica-ID4hjGN","gdansk",NA
"1:79","30 m²","pelna wlasnosc","1 ","do zamieszkania","3/4","zapytaj","300 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1980","blok",NA,"nie",NA,NA,"meble","piwnica, oddzielna kuchnia, pom. uzytkowe","wielka plyta","415 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-we-wrzeszczu-idealna-pod-inwestycje-ID4h3J8","gdansk",NA
"1:80","33,1 m²","spóldzielcze wlasnosciowe","2 ","do zamieszkania","3/10","balkon","500 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1976","blok",NA,"tak",NA,NA,"meble","piwnica, pom. uzytkowe","wielka plyta","390 000 zl","https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-w-swietnej-lokalizacji-ID4h6F5","gdansk",NA
"1:81","30,4 m²","pelna wlasnosc","1 ","do zamieszkania","4/5","balkon","350 zl","garaz/miejsce parkingowe","zapytaj","miejskie","wtórny","biuro nieruchomosci ","2017","apartamentowiec",NA,"tak",NA,"monitoring / ochrona","meble",NA,NA,"520 000 zl","https://www.otodom.pl/pl/oferta/apartament-studio-w-srodmiesciu-ID4hbJP","gdansk",NA
"1:82","31,76 m²","pelna wlasnosc","1 ","do zamieszkania","4/4","balkon","350 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1980","blok",NA,"nie",NA,NA,"meble","piwnica, pom. uzytkowe","cegla","459 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-we-wrzeszczu-gornym-ID4he5H","gdansk",NA
"1:83","26,4 m²","pelna wlasnosc","1 ","do zamieszkania","4/4","zapytaj","350 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1981","blok",NA,"nie",NA,NA,"meble","piwnica, oddzielna kuchnia, pom. uzytkowe","wielka plyta","375 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-w-oliwie-ID4gSCZ","gdansk",NA
"1:84","24 m²","zapytaj","1 ","do zamieszkania","9/10","zapytaj","300 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1970","blok",NA,"tak",NA,"monitoring / ochrona","meble","piwnica, pom. uzytkowe","wielka plyta","439 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-do-wprowadzenia-od-zaraz-oliwa-ID4hhxu","gdansk",NA
"1:85","32 m²","zapytaj","2 ","zapytaj","1/4","ogródek","zapytaj","zapytaj","tak","zapytaj","wtórny","prywatny",NA,"blok",NA,"nie","telewizja kablowa, internet, telefon",NA,"zmywarka, lodówka, meble, piekarnik, kuchenka, pralka","piwnica",NA,"496 000 zl","https://www.otodom.pl/pl/oferta/gotowiec-po-remoncie-jelitkowo-800m-plaza-ID4h0ge","gdansk",NA
"1:86","36,45 m²","pelna wlasnosc","4 ","do wykonczenia","2/3","balkon","260 zl","garaz/miejsce parkingowe","tak","miejskie","pierwotny","biuro nieruchomosci ","2022","blok","plastikowe","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon, monitoring / ochrona",NA,"piwnica","cegla","315 800 zl","https://www.otodom.pl/pl/oferta/rabaty-promocja-do-25-06-6-km-do-centrum-ID4hjGm","gdansk",NA
"1:87","36,87 m²","pelna wlasnosc","2 ","do wykonczenia","3/3","balkon, taras","zapytaj","garaz/miejsce parkingowe","zapytaj","kotlownia","pierwotny","biuro nieruchomosci ",NA,NA,"plastikowe","tak","internet, telefon","drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon, monitoring / ochrona",NA,NA,NA,"726 000 zl","https://www.otodom.pl/pl/oferta/morze-las-rzeka-i-marina-53m-tarasu-na-dachu-ID4hbAp","gdansk",NA
"1:88","29 m²","pelna wlasnosc","1 ","do wykonczenia","4/11","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"465 877 zl","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-29m2-balkon-bez-prowizji-ID4eB90","gdansk",NA
"1:89","34,14 m²","pelna wlasnosc","1 ","do zamieszkania","1/2","balkon","410 zl","zapytaj","zapytaj","inne","wtórny","biuro nieruchomosci ","2000","blok","plastikowe","nie",NA,NA,"meble","pom. uzytkowe",NA,"330 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-gdansk-kowale-z-potencjalem-na-2-pokoje-ID4hjEy","gdansk",NA
"1:90","24 m²","spóldzielcze wlasnosciowe","1 ","do zamieszkania","9/10","balkon","300 zl","garaz/miejsce parkingowe","zapytaj","miejskie","wtórny","prywatny",NA,"blok","plastikowe","tak","telewizja kablowa, internet","domofon / wideofon","lodówka, meble, piekarnik, kuchenka, telewizor, pralka","piwnica","wielka plyta","439 000 zl","https://www.otodom.pl/pl/oferta/sprzedam-nowoczesne-studio-w-gdansku-oliwie-ID4gq1c","gdansk",NA
"1:91","37 m²","zapytaj","2 ","do zamieszkania","parter/3","zapytaj","zapytaj","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ",NA,"blok",NA,"nie",NA,"monitoring / ochrona","meble",NA,NA,"399 000 zl","https://www.otodom.pl/pl/oferta/wykonczone-dwa-pokoje-z-ogrodkiem-ID4gDLN","gdansk",NA
"1:92","25 m²","pelna wlasnosc","1 ","do zamieszkania","> 10/17","balkon","300 zl","zapytaj","zapytaj","miejskie","pierwotny","prywatny","2022","apartamentowiec","plastikowe","nie","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon, monitoring / ochrona","zmywarka, lodówka, meble, piekarnik, kuchenka, pralka","piwnica","zelbet","494 000 zl","https://www.otodom.pl/pl/oferta/piekna-kawalerka-z-niesamowitym-widokiem-ID4hjDg","gdansk",NA
"1:93","25,01 m²","zapytaj","1 ","do wykonczenia","parter","ogródek","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2024",NA,NA,"tak","telewizja kablowa, internet",NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/nowe-mieszkanie-storia-a-0-1-ID4gJva","gdansk",NA
"1:94","31,5 m²","pelna wlasnosc","1 ","zapytaj","parter/10","zapytaj","300 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1965",NA,NA,"tak",NA,NA,NA,NA,NA,"389 000 zl","https://www.otodom.pl/pl/oferta/atrakcyjna-kawalerka-zabianka-wysoki-parter-ID4hdd2","gdansk",NA
"1:95","29,1 m²","pelna wlasnosc","1 ","do zamieszkania","> 10/17","balkon","400 zl","garaz/miejsce parkingowe","zapytaj","miejskie","wtórny","prywatny","2021","blok","plastikowe","tak",NA,"drzwi / okna antywlamaniowe, domofon / wideofon, monitoring / ochrona","zmywarka, lodówka, meble, piekarnik, kuchenka, pralka","piwnica",NA,"489 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-nad-morzem-z-pieknym-widokiem-ID4gvbp","gdansk",NA
"1:96","31,8 m²","pelna wlasnosc","2 ","do zamieszkania","parter","ogródek, taras","zapytaj","zapytaj","zapytaj","elektryczne","wtórny","biuro nieruchomosci ","1950","blok",NA,"nie","internet",NA,NA,"piwnica, oddzielna kuchnia","inne","395 000 zl","https://www.otodom.pl/pl/oferta/kwatera-pracownicza-generalny-remont-nowy-port-ID4gdv3","gdansk",NA
"1:97","36 m²","pelna wlasnosc","2 ","do zamieszkania","3/4","balkon","375 zl","zapytaj","tak","miejskie","wtórny","prywatny","1962","blok","plastikowe","nie","telewizja kablowa, internet, telefon","domofon / wideofon","zmywarka, lodówka, meble, piekarnik, kuchenka, pralka","piwnica","cegla","539 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-w-centrum-gdanska-2-pokoje-gotowe-ID4hdsm","gdansk",NA
"1:98","25,81 m²","zapytaj","1 ","zapytaj","5/7","balkon, taras","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2019",NA,NA,"tak",NA,"system alarmowy, domofon / wideofon, monitoring / ochrona",NA,"pom. uzytkowe",NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/deo-plaza-gdansk-srodmiescie-wyspa-spichrzow-ID4dCJP","gdansk",NA
"1:99","35 m²","pelna wlasnosc","2 ","do wykonczenia","2/4","balkon","zapytaj","garaz/miejsce parkingowe","tak","miejskie","wtórny","prywatny","2022","blok","plastikowe","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon, monitoring / ochrona",NA,"pom. uzytkowe","cegla","317 000 zl","https://www.otodom.pl/pl/oferta/najtansze-2-pokoje-12-min-od-centrum-obok-las-ID4haGW","gdansk",NA
"1:100","38 m²","pelna wlasnosc","2 ","zapytaj","9/10","balkon","450 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1970","blok",NA,"tak",NA,NA,NA,"pom. uzytkowe",NA,"449 000 zl","https://www.otodom.pl/pl/oferta/2-pokoje-blisko-morza-idealne-na-wynajem-ID4gMqo","gdansk","2022-06-30"
"1:101","29 m²","pelna wlasnosc","1 ","do wykonczenia","parter/3","balkon, ogródek, taras","300 zl","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2022","apartamentowiec","plastikowe","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon, monitoring / ochrona",NA,NA,"pustak","359 000 zl","https://www.otodom.pl/pl/oferta/hala-garazowa-sloneczny-ogrodek-plaza-7-min-ID4ggOF","gdansk",NA
"1:102","34,75 m²","pelna wlasnosc","2 ","do wykonczenia","3/4","balkon","zapytaj","garaz/miejsce parkingowe","tak","miejskie","pierwotny","biuro nieruchomosci ","2022","blok","plastikowe","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon, monitoring / ochrona",NA,"pom. uzytkowe","cegla","317 000 zl","https://www.otodom.pl/pl/oferta/tanie-2pok-gotowe-za-2mc-zielona-okolica-koncowka-ID4he41","gdansk",NA
"1:103","33,8 m²","pelna wlasnosc","2 ","do wykonczenia","parter/3","balkon, ogródek, taras","zapytaj","garaz/miejsce parkingowe","tak","miejskie","pierwotny","biuro nieruchomosci ","2022","blok","plastikowe","nie","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, domofon / wideofon, monitoring / ochrona",NA,NA,NA,"321 913 zl","https://www.otodom.pl/pl/oferta/pelna-ofertarabatylato-2022-ID4hjrz","gdansk",NA
"1:104","27 m²","pelna wlasnosc","1 ","do zamieszkania","2/4","zapytaj","340 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1970","blok",NA,"nie",NA,"domofon / wideofon","zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka","piwnica",NA,"435 000 zl","https://www.otodom.pl/pl/oferta/przymorze-blisko-morza-po-remoncie-niski-blok-ID4gNWB","gdansk","2022-07-01"
"1:105","28,83 m²","pelna wlasnosc","1 ","do wykonczenia","parter/5","ogródek, taras","zapytaj","garaz/miejsce parkingowe","tak","miejskie","pierwotny","biuro nieruchomosci ","2023","blok","plastikowe","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, domofon / wideofon, monitoring / ochrona",NA,NA,NA,"299 541 zl","https://www.otodom.pl/pl/oferta/miejsce-postojowe-w-hali-w-cenielato-2023-ID4hjpx","gdansk",NA
"1:106","33,34 m²","pelna wlasnosc","2 ","do zamieszkania","1/1","zapytaj","zapytaj","zapytaj","zapytaj","gazowe","wtórny","biuro nieruchomosci ",NA,"blok",NA,"nie",NA,NA,"meble",NA,"cegla","379 000 zl","https://www.otodom.pl/pl/oferta/2-pokoje-gotowe-do-zamieszkania-gdansk-wrzeszcz-ID4gAED","gdansk",NA
"1:107","25,43 m²","zapytaj","1 ","zapytaj","zapytaj","zapytaj","zapytaj","zapytaj","tak","zapytaj","pierwotny","prywatny",NA,NA,NA,"nie",NA,NA,NA,NA,NA,"398 400 zl","https://www.otodom.pl/pl/oferta/ii-etap-nowa-inwestycja-bursztynowe-apartamenty-ID4h7JF","gdansk",NA
"1:108","35 m²","pelna wlasnosc","1 ","do zamieszkania","1/4","zapytaj","250 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1968","blok","plastikowe","nie",NA,NA,"meble",NA,NA,"530 000 zl","https://www.otodom.pl/pl/oferta/sloneczna-kawalerka-w-sercu-gdanska-ID4hjnf","gdansk",NA
"1:109","37 m²","pelna wlasnosc","2 ","do wykonczenia","2/3","balkon","260 zl","garaz/miejsce parkingowe","tak","miejskie","pierwotny","biuro nieruchomosci ","2022","blok","plastikowe","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon, monitoring / ochrona",NA,"piwnica","cegla","325 000 zl","https://www.otodom.pl/pl/oferta/promocja-do-30-06-blisko-obwodnicy-duzy-rabat-ID4hjmm","gdansk",NA
"1:110","35 m²","pelna wlasnosc","2 ","do zamieszkania","7/10","balkon","zapytaj","zapytaj","zapytaj","miejskie","wtórny","prywatny","1986","blok","plastikowe","tak","telewizja kablowa, internet, telefon","domofon / wideofon","piekarnik, kuchenka","piwnica, oddzielna kuchnia","wielka plyta","374 000 zl","https://www.otodom.pl/pl/oferta/super-oferta-gdansk-chelm-35m2-od-zaraz-ID4h6x1","gdansk",NA
"1:111","34 m²","pelna wlasnosc","2 ","do zamieszkania","2/5","balkon","300 zl","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","biuro nieruchomosci ","2022","apartamentowiec","plastikowe","tak",NA,"system alarmowy, domofon / wideofon, monitoring / ochrona",NA,"pom. uzytkowe",NA,"355 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-z-rynku-pierwotnego-bez-podatku-pcc-ID4hjig","gdansk","2022-06-24"
"1:112","36,48 m²","zapytaj","2 ","zapytaj","2/3","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","biuro nieruchomosci ","2022",NA,NA,"nie",NA,NA,NA,NA,NA,"359 328 zl","https://www.otodom.pl/pl/oferta/2-pokoje-na-nowoczesnym-osiedlu-w-gdansku-ID4hhqK","gdansk","2022-08-01"
"1:113","36,2 m²","zapytaj","2 ","zapytaj","3/3","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","biuro nieruchomosci ","2022",NA,NA,"nie",NA,NA,NA,NA,NA,"354 760 zl","https://www.otodom.pl/pl/oferta/2-pokoje-w-gdansku-na-nowoczesnym-osiedlu-ID4hhMa","gdansk","2022-08-01"
"1:114","37,61 m²","zapytaj","2 ","zapytaj","4/4","zapytaj","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ",NA,NA,NA,"nie","internet","domofon / wideofon",NA,"pom. uzytkowe","inne","341 500 zl","https://www.otodom.pl/pl/oferta/mieszkanie-2-pok-o-fajnym-ukladzie-ID4g4XO","gdansk",NA
"1:115","25,47 m²","zapytaj","1 ","do zamieszkania","parter/3","ogródek","350 zl","garaz/miejsce parkingowe","zapytaj","miejskie","wtórny","biuro nieruchomosci ","2022","blok","plastikowe","tak","telewizja kablowa, internet, telefon","domofon / wideofon","zmywarka, lodówka, meble, piekarnik, kuchenka, pralka","pom. uzytkowe","silikat","365 000 zl","https://www.otodom.pl/pl/oferta/jasien-ogrodek-wykonczone-ID4h6Ra","gdansk",NA
"1:116","37,61 m²","pelna wlasnosc","2 ","do wykonczenia","4/4","balkon","350 zl","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2022","blok","plastikowe","tak","telewizja kablowa, internet, telefon","domofon / wideofon",NA,"pom. uzytkowe","inne","341 500 zl","https://www.otodom.pl/pl/oferta/nowy-etap-przestronne-odbior-iv-kw-2022-ID4cr6D","gdansk","2022-12-31"
"1:117","33,77 m²","zapytaj","2 ","do wykonczenia","parter/3","balkon, ogródek, taras","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","biuro nieruchomosci ","2022","apartamentowiec","plastikowe","nie",NA,"drzwi / okna antywlamaniowe, domofon / wideofon, monitoring / ochrona",NA,NA,NA,"329 374 zl","https://www.otodom.pl/pl/oferta/powrot-najtansze-dostepne-klucze-juz-za-2-m-ce-ID4hjg0","gdansk","2022-09-01"
"1:118","24,3 m²","spóldzielcze wl. z KW","1 ","do zamieszkania","1/10","balkon","300 zl","zapytaj","Wirtualny spacer","zapytaj","wtórny","biuro nieruchomosci ","1983",NA,"plastikowe","nie",NA,NA,"meble",NA,NA,"370 000 zl","https://www.otodom.pl/pl/oferta/gdansk-oliwa-atrakcyjna-kawalerka-tuz-obok-ug-ID4hjdl","gdansk","2022-09-01"
"1:119","27,29 m²","zapytaj","1 ","do wykonczenia","parter","zapytaj","zapytaj","zapytaj","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2023","blok","plastikowe","nie",NA,NA,NA,NA,"pustak","224 173 zl","https://www.otodom.pl/pl/oferta/ostania-kawalerka-ID4hexY","gdansk",NA
"1:120","31,18 m²","pelna wlasnosc","2 ","zapytaj","7/17","zapytaj","zapytaj","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ","2015","apartamentowiec",NA,"tak",NA,NA,NA,NA,NA,"569 000 zl","https://www.otodom.pl/pl/oferta/sloneczne-mieszkanie-2-pokojowe-z-balkonem-ID4hjcz","gdansk",NA
"1:121","29,4 m²","pelna wlasnosc","1 ","do remontu","parter/3","zapytaj","177 zl","zapytaj","zapytaj","elektryczne","wtórny","biuro nieruchomosci ","1900","kamienica","plastikowe","nie",NA,NA,"meble",NA,NA,"359 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-w-centrum-idealna-dla-studenta-ID4gGoP","gdansk","2022-07-01"
"1:122","34,72 m²","pelna wlasnosc","1 ","do wykonczenia","1/2","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-34m2-balkon-bezposrednio-ID4gtON","gdansk",NA
"1:123","27 m²","pelna wlasnosc","1 ","zapytaj","parter/4","zapytaj","350 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1970","blok",NA,"nie","telewizja kablowa, internet, telefon","domofon / wideofon",NA,"piwnica",NA,"369 000 zl","https://www.otodom.pl/pl/oferta/blisko-morza-pod-inwestycje-parter-ID4hhVc","gdansk",NA
"1:124","27 m²","spóldzielcze wlasnosciowe","1 ","do zamieszkania","5/10","balkon","250 zl","zapytaj","zapytaj","miejskie","wtórny","prywatny",NA,"blok","plastikowe","tak","telewizja kablowa, internet","drzwi / okna antywlamaniowe, domofon / wideofon","zmywarka, lodówka, meble, piekarnik, kuchenka, pralka","piwnica",NA,"439 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-z-balkonem-po-kapitalnym-remoncie-ID4hgWJ","gdansk",NA
"1:125","31,5 m²","pelna wlasnosc","1 ","zapytaj","10/8","zapytaj","300 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1975",NA,NA,"tak",NA,NA,NA,NA,NA,"369 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-na-zabiance-ID4hj7C","gdansk",NA
"1:126","35,97 m²","pelna wlasnosc","2 ","do wykonczenia","2/2","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","kotlownia","pierwotny","biuro nieruchomosci ","2022","apartamentowiec","plastikowe","tak","internet, telefon","drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon, monitoring / ochrona",NA,NA,NA,"431 600 zl","https://www.otodom.pl/pl/oferta/starodrzew-i-ogrody-za-oknem-recepcja-i-sauny-ID4hj46","gdansk",NA
"1:127","30 m²","zapytaj","1 ","zapytaj","2/4","zapytaj","zapytaj","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ",NA,NA,NA,"nie",NA,NA,NA,NA,NA,"399 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-na-przymorzu-ID4hj3D","gdansk",NA
"1:128","35,88 m²","pelna wlasnosc","2 ","do wykonczenia","1/5","taras","400 zl","garaz/miejsce parkingowe","zapytaj","miejskie","wtórny","prywatny","2022","apartamentowiec","drewniane","tak","telewizja kablowa, internet","drzwi / okna antywlamaniowe, domofon / wideofon, monitoring / ochrona",NA,NA,"inne","550 000 zl","https://www.otodom.pl/pl/oferta/gdansk-wrzeszcz-nowy-apartament-blisko-morza-ID4gA3M","gdansk",NA
"1:129","30 m²","zapytaj","2 ","zapytaj","2/10","zapytaj","zapytaj","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ",NA,NA,NA,"tak",NA,"domofon / wideofon, monitoring / ochrona",NA,NA,NA,"289 000 zl","https://www.otodom.pl/pl/oferta/30m2-w-super-lokalizacji-idealne-pod-inwestycje-ID4hiWN","gdansk",NA
"1:130","35,2 m²","pelna wlasnosc","2 ","do zamieszkania","parter/4","zapytaj","500 zl","garaz/miejsce parkingowe","zapytaj","miejskie","wtórny","biuro nieruchomosci ","2006","blok","plastikowe","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon","zmywarka, lodówka, meble, pralka","piwnica","inne","599 000 zl","https://www.otodom.pl/pl/oferta/wygodne-2-pokoje-w-centrum-gdanska-ul-lastadia-ID4hiWF","gdansk","2022-04-27"
"1:131","30 m²","pelna wlasnosc","2 ","do zamieszkania","parter/4","zapytaj","500 zl","garaz/miejsce parkingowe","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1955","kamienica","plastikowe","nie","internet","drzwi / okna antywlamaniowe, domofon / wideofon","meble","piwnica, dwupoziomowe","cegla","899 900 zl","https://www.otodom.pl/pl/oferta/pracujacy-apartament-na-ul-mariackiej-ID4fXtj","gdansk",NA
"1:132","36 m²","zapytaj","2 ","zapytaj","1/7","zapytaj","zapytaj","zapytaj","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2021","blok",NA,"tak",NA,NA,NA,NA,"cegla","599 000 zl","https://www.otodom.pl/pl/oferta/dwupokojowe-mieszkanie-w-zajezdni-wrzeszcz-ID4fZsX","gdansk","2022-01-31"
"1:133","33,7 m²","pelna wlasnosc","2 ","do wykonczenia","3/3","balkon","zapytaj","garaz/miejsce parkingowe","tak","miejskie","pierwotny","biuro nieruchomosci ","2022","blok","plastikowe","nie","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon",NA,NA,"cegla","309 000 zl","https://www.otodom.pl/pl/oferta/gotowe-2pok-33-5m2-po-podlodze-dod-rabat-okazja-ID4hhI7","gdansk",NA
