"","X","Powierzchnia","Forma.wlasnosci","Liczba.pokoi","Stan.wykonczenia","Pietro","Balkon...ogród...taras","Czynsz","Miejsce.parkingowe","Obsluga.zdalna","Ogrzewanie","Rynek","Typ.ogloszeniodawcy","Rok.budowy","Rodzaj.zabudowy","Okna","Winda","Media","Zabezpieczenia","Wyposazenie","Informacje.dodatkowe","Material.budynku","cena","urlo","miasto","Dostepne.od","SQRM"
"1:65","1:68",35,"spóldzielcze wl. z KW","2","do zamieszkania","9/10","zapytaj","390 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ",1970,"blok","plastikowe","tak",NA,NA,NA,"piwnica, oddzielna kuchnia","wielka plyta",299000,"https://www.otodom.pl/pl/oferta/lwowska2-pokojeblisko-uniwersytet-medyczny-ID4dDz2","lublin",NA,8543
"1:66","1:70",29,"pelna wlasnosc","1","do zamieszkania","3/3","balkon","250 zl","zapytaj","zapytaj","miejskie","wtórny","prywatny",NA,"blok","plastikowe","nie","telewizja kablowa, internet, telefon","domofon / wideofon","meble","piwnica, oddzielna kuchnia",NA,317000,"https://www.otodom.pl/pl/oferta/lsm-mieszkanie-po-remoncie-ul-wajdeloty-ID4hdbY","lublin",NA,10931
"1:67","1:71",35,"pelna wlasnosc","3","do zamieszkania","1/3","zapytaj","365 zl","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ",1956,NA,"plastikowe","nie",NA,NA,"lodówka, meble, piekarnik, kuchenka, pralka","piwnica",NA,320000,"https://www.otodom.pl/pl/oferta/idealne-3-pokojowe-mieszkanie-inwestycyjne-ID4hd8q","lublin",NA,9143
"1:68","1:72",25,"spóldzielcze wlasnosciowe","1","zapytaj","parter/4","zapytaj","zapytaj","zapytaj","zapytaj","miejskie","wtórny","prywatny",NA,"blok",NA,"nie","telewizja kablowa, internet","domofon / wideofon","lodówka, meble, piekarnik, kuchenka, pralka","piwnica, oddzielna kuchnia",NA,240000,"https://www.otodom.pl/pl/oferta/sprzedam-kawalerke-ul-okrzei-5-ID4hd5D","lublin",NA,9600
"1:69","1:73",37,"pelna wlasnosc","2","do remontu","parter/10","zapytaj","320 zl","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ",1971,NA,NA,"nie",NA,NA,"meble","piwnica","wielka plyta",329000,"https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-na-parterze-tatary-ID4hd5a","lublin","2022-06-15",8892
"1:70","1:75",35,"spóldzielcze wl. z KW","2","do zamieszkania","3/4","zapytaj","250 zl","zapytaj","zapytaj","miejskie","wtórny","prywatny",1969,"blok","plastikowe","nie","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, domofon / wideofon","meble, piekarnik, kuchenka","piwnica, oddzielna kuchnia","wielka plyta",359900,"https://www.otodom.pl/pl/oferta/mieszkanie-po-generalnym-remoncie-ul-przyjazni-ID4hafX","lublin",NA,10283
"1:71","1:76",37,"pelna wlasnosc","2","do zamieszkania","5/10","balkon","350 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ",NA,"blok","plastikowe","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, domofon / wideofon","lodówka, meble, piekarnik, kuchenka, telewizor, pralka","piwnica","wielka plyta",334000,"https://www.otodom.pl/pl/oferta/dwa-pokoje-w-swietnej-lokalizacji-ID4hcEP","lublin",NA,9027
"1:72","1:77",32,"zapytaj","2","zapytaj","1/6","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","wtórny","biuro nieruchomosci ",2021,"apartamentowiec",NA,"tak",NA,NA,NA,NA,NA,295000,"https://www.otodom.pl/pl/oferta/czubyweglin1-2-pokojejuz-dostepne-ID4hcxO","lublin",NA,9219
"1:73","1:78",32,"zapytaj","2","zapytaj","1/6","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","wtórny","biuro nieruchomosci ",2021,"apartamentowiec",NA,"tak",NA,NA,NA,NA,NA,295000,"https://www.otodom.pl/pl/oferta/czubyweglin1-2-pokojejuz-dostepne-ID4hcoD","lublin",NA,9219
"1:74","1:79",35,"pelna wlasnosc","2","do wykonczenia","1/8","balkon","360 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ",1975,"blok","plastikowe","tak",NA,"domofon / wideofon","lodówka, meble, kuchenka, pralka",NA,"wielka plyta",349000,"https://www.otodom.pl/pl/oferta/mieszkanie-2-pokoje-centrum-ID4hcnw","lublin",NA,9971
"1:75","1:80",36,"pelna wlasnosc","2","do zamieszkania","3/5","balkon","350 zl","garaz/miejsce parkingowe","zapytaj","miejskie","wtórny","biuro nieruchomosci ",2021,"blok","plastikowe","tak",NA,NA,"meble","piwnica","cegla",415000,"https://www.otodom.pl/pl/oferta/przytulne-mieszkanie-na-weglinku-ID4hcmw","lublin",NA,11528
"1:76","1:81",36,"pelna wlasnosc","2","zapytaj","3/5","balkon","300 zl","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ",2021,NA,NA,"tak","telefon","drzwi / okna antywlamaniowe, domofon / wideofon, monitoring / ochrona","lodówka, meble, piekarnik, kuchenka","piwnica","inne",415000,"https://www.otodom.pl/pl/oferta/mieszkanie-2-pokojowe-weglinek-wykonczone-ID4hcdp","lublin","2022-06-14",11528
"1:77","1:82",35,"pelna wlasnosc","3","do zamieszkania","1/3","zapytaj","365 zl","zapytaj","zapytaj","miejskie","wtórny","prywatny",NA,"blok","plastikowe","nie","telewizja kablowa, internet, telefon","domofon / wideofon","lodówka, meble, piekarnik, kuchenka, pralka","piwnica, pom. uzytkowe","cegla",320000,"https://www.otodom.pl/pl/oferta/sprzedam-piekne-mieszkanie-ID4hbGM","lublin",NA,9143
"1:78","1:84",27,"zapytaj","1","do zamieszkania","parter","ogródek","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","deweloper",2024,NA,NA,"tak","telewizja kablowa, internet","teren zamkniety, domofon / wideofon, monitoring / ochrona",NA,NA,NA,315100,"https://www.otodom.pl/pl/oferta/27-4-m2-mieszkanie-orkana-residence-b3-49-ID4eRFo","lublin",NA,11670
"1:79","1:85",38,"pelna wlasnosc","2","do remontu","parter/4","ogródek","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","wtórny","biuro nieruchomosci ",1971,"blok",NA,"nie",NA,NA,NA,"piwnica, oddzielna kuchnia, pom. uzytkowe","cegla",319000,"https://www.otodom.pl/pl/oferta/dwupokojowe-nad-wawozem-parter-ID4hbjF","lublin",NA,8395
"1:80","1:86",37,"zapytaj","2","zapytaj","1/3","zapytaj","zapytaj","zapytaj","zapytaj","zapytaj","pierwotny","biuro nieruchomosci ",2023,NA,NA,"nie",NA,NA,NA,NA,NA,281974,"https://www.otodom.pl/pl/oferta/mieszkanie-36-62-m-lublin-ID4fF4P","lublin",NA,7621
"1:81","1:87",35,"pelna wlasnosc","1","do wykonczenia","2/3","balkon","300 zl","zapytaj","zapytaj","miejskie","pierwotny","biuro nieruchomosci ",2023,"blok","plastikowe","tak",NA,"monitoring / ochrona",NA,NA,NA,269880,"https://www.otodom.pl/pl/oferta/kawalerka-z-mozliwoscia-zrobienia-2-pokoi-ID4eTLh","lublin",NA,7711
"1:82","1:88",37,"pelna wlasnosc","2","do wykonczenia","3/3","balkon","300 zl","zapytaj","zapytaj","miejskie","pierwotny","biuro nieruchomosci ",2023,"blok","plastikowe","tak",NA,"monitoring / ochrona",NA,NA,NA,281974,"https://www.otodom.pl/pl/oferta/funkcjonalne-i-ustawne-mieszkanie-nowe-osiedle-ID4eTLj","lublin",NA,7621
"1:83","1:89",30,"zapytaj","1","do zamieszkania","2/3","zapytaj","zapytaj","zapytaj","zapytaj","gazowe","wtórny","biuro nieruchomosci ",1960,"kamienica","plastikowe","nie","telewizja kablowa, internet, telefon",NA,NA,"piwnica, oddzielna kuchnia","cegla",225000,"https://www.otodom.pl/pl/oferta/kawalerka-po-remoncie-ID4cJmJ","lublin",NA,7500
"1:84","1:90",32,"pelna wlasnosc","2","do wykonczenia","parter/6","ogródek","zapytaj","zapytaj","zapytaj","miejskie","pierwotny","biuro nieruchomosci ",2023,"blok","plastikowe","tak","telewizja kablowa, internet",NA,NA,NA,NA,274598,"https://www.otodom.pl/pl/oferta/dwupokojowe-mieszkanie-w-nowo-powstajacym-bloku-ID4cd9t","lublin",NA,8581
"1:85","1:91",32,"pelna wlasnosc","2","do wykonczenia","1/6","balkon","zapytaj","zapytaj","zapytaj","zapytaj","pierwotny","biuro nieruchomosci ",2023,"blok",NA,"tak","telewizja kablowa, internet",NA,NA,NA,NA,268212,"https://www.otodom.pl/pl/oferta/dwa-pokoje-w-nowym-budownictwie-czuby-ID4ci1O","lublin",NA,8382
"1:86","1:92",32,"pelna wlasnosc","2","do zamieszkania","1/3","zapytaj","zapytaj","zapytaj","zapytaj","inne","wtórny","biuro nieruchomosci ",1960,"kamienica",NA,"nie",NA,NA,NA,"piwnica, pom. uzytkowe","cegla",275000,"https://www.otodom.pl/pl/oferta/2-pokoje-po-remoncie-blisko-centrum-dziesiata-ID4fxRZ","lublin",NA,8594
"1:87","1:93",30,"pelna wlasnosc","2","do zamieszkania","1/3","zapytaj","zapytaj","zapytaj","zapytaj","inne","wtórny","biuro nieruchomosci ",1960,"kamienica",NA,"nie",NA,NA,NA,"piwnica, pom. uzytkowe","cegla",255000,"https://www.otodom.pl/pl/oferta/2-pokoje-po-remoncie-blisko-centrum-dziesiata-ID4fxS1","lublin",NA,8500
"1:88","1:94",36,"pelna wlasnosc","2","do zamieszkania","1/3","zapytaj","zapytaj","zapytaj","zapytaj","inne","wtórny","biuro nieruchomosci ",1960,"kamienica",NA,"nie",NA,NA,NA,"piwnica, pom. uzytkowe","cegla",285000,"https://www.otodom.pl/pl/oferta/2-pokoje-po-remoncie-blisko-centrum-dziesiata-ID4fxRf","lublin",NA,7917
"1:89","1:95",31,"pelna wlasnosc","2","do zamieszkania","1/3","balkon","zapytaj","zapytaj","zapytaj","inne","wtórny","biuro nieruchomosci ",1960,"kamienica",NA,"nie",NA,NA,NA,"piwnica, pom. uzytkowe","cegla",249000,"https://www.otodom.pl/pl/oferta/2-pokoje-po-remoncie-blisko-centrum-dziesiata-ID4fxRe","lublin",NA,8032
"1:90","1:96",37,"pelna wlasnosc","2","do zamieszkania","1/3","balkon","zapytaj","zapytaj","zapytaj","inne","wtórny","biuro nieruchomosci ",1960,"kamienica",NA,"nie",NA,NA,NA,NA,"cegla",299000,"https://www.otodom.pl/pl/oferta/2-pokoje-po-remoncie-blisko-centrum-dziesiata-ID4fxQy","lublin",NA,8081
"1:91","1:97",32,"zapytaj","2","zapytaj","3/6","balkon","230 zl","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","biuro nieruchomosci ",2022,NA,NA,"nie",NA,NA,NA,NA,NA,295000,"https://www.otodom.pl/pl/oferta/ostanie-mieszkanie-32-mkw-kwarcowa-i-kw-2022-ID4eXVy","lublin",NA,9219
"1:92","1:98",31,"pelna wlasnosc","1","do wykonczenia","parter/6","ogródek","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ",2023,"blok",NA,"tak",NA,NA,NA,NA,NA,259560,"https://www.otodom.pl/pl/oferta/1-2-pokoje-w-nowym-budownictwie-czuby-brak-pcc-ID4eNNw","lublin",NA,8373
"1:93","1:99",28,"pelna wlasnosc","2","do wykonczenia","5/5","zapytaj","300 zl","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ",2022,"blok",NA,"tak",NA,NA,NA,NA,NA,269515,"https://www.otodom.pl/pl/oferta/nowe-osiedle-blisko-centrum-miasta-ID4evvk","lublin",NA,9626
"1:94","1:100",36,"pelna wlasnosc","2","do zamieszkania","3/4","balkon","zapytaj","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ",1965,"blok",NA,"nie",NA,NA,"meble",NA,"cegla",392000,"https://www.otodom.pl/pl/oferta/mieszkanie-2-pokojowe-okopowa-ID4fIXj","lublin",NA,10889
"1:95","1:101",20,"zapytaj","1","do zamieszkania","parter/4","zapytaj","100 zl","zapytaj","zapytaj","elektryczne","wtórny","biuro nieruchomosci ",NA,"kamienica",NA,"nie",NA,NA,NA,NA,"cegla",199000,"https://www.otodom.pl/pl/oferta/lublin-centrum-ID4gVHq","lublin",NA,9950
"1:96","1:102",37,"pelna wlasnosc","2","do zamieszkania","3/10","balkon","370 zl","garaz/miejsce parkingowe","zapytaj","miejskie","wtórny","biuro nieruchomosci ",1986,"blok",NA,"tak",NA,"system alarmowy, monitoring / ochrona",NA,NA,"wielka plyta",340000,"https://www.otodom.pl/pl/oferta/super-inwestycja-ID4gUgy","lublin",NA,9189
"1:97","1:103",37,"zapytaj","2","do zamieszkania","parter/10","balkon","480 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ",NA,"blok",NA,"tak",NA,NA,NA,NA,NA,370000,"https://www.otodom.pl/pl/oferta/lublin-lsm-krasinskiego-ID4gVHp","lublin",NA,10000
"1:98","1:104",38,"pelna wlasnosc","2","do zamieszkania","parter/7","balkon","300 zl","garaz/miejsce parkingowe","zapytaj","miejskie","wtórny","biuro nieruchomosci ",2019,"blok",NA,"tak",NA,NA,"meble","piwnica, pom. uzytkowe",NA,410000,"https://www.otodom.pl/pl/oferta/wyremontowane-2-pokoje-w-nowym-bloku-slawin-ID4gdYf","lublin",NA,10789
"1:99","1:105",31,"pelna wlasnosc","1","do wykonczenia","parter/4","balkon","250 zl","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ",2023,"blok",NA,"tak",NA,NA,NA,NA,"pustak",261950,"https://www.otodom.pl/pl/oferta/lublin-weglinek-ogrodek-ID4gb04","lublin",NA,8450
"1:100","1:106",25,"spóldzielcze wl. z KW","1","do zamieszkania","3/4","zapytaj","215 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ",1978,"blok",NA,"nie",NA,NA,NA,NA,"wielka plyta",224000,"https://www.otodom.pl/pl/oferta/kawalerka-przyjazni-do-wejscia-ID4fHX0","lublin",NA,8960
"1:101","1:107",34,"pelna wlasnosc","1","do wykonczenia","1/3","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","inne","pierwotny","biuro nieruchomosci ",2023,"blok",NA,"tak",NA,"monitoring / ochrona",NA,NA,NA,266916,"https://www.otodom.pl/pl/oferta/kawalerka-w-nowym-budownictwie-brak-pcc-ID4fyPv","lublin",NA,7850
"1:102","1:108",37,"pelna wlasnosc","2","do wykonczenia","1/3","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ",2023,NA,NA,"tak",NA,NA,NA,NA,NA,270988,"https://www.otodom.pl/pl/oferta/inwestycja-w-najlepszej-cenie-ID4fyWs","lublin",NA,7324
"1:103","1:109",36,"spóldzielcze wl. z KW","2","zapytaj","4/4","balkon","zapytaj","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ",1968,"blok",NA,"tak",NA,"monitoring / ochrona",NA,"piwnica","cegla",289000,"https://www.otodom.pl/pl/oferta/2-pokoje-z-balkonem-do-wejscia-ID4gUCm","lublin",NA,8028
"1:104","1:110",34,"pelna wlasnosc","1","do wykonczenia","2/3","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","deweloper",2023,"blok","plastikowe","tak","internet, telefon","teren zamkniety, domofon / wideofon, monitoring / ochrona",NA,NA,NA,266916,"https://www.otodom.pl/pl/oferta/nowa-kreta-b1-mieszkanie-lm-88-ID4f6qL","lublin",NA,7850
"1:105","1:111",31,"pelna wlasnosc","2","do zamieszkania","3/10","zapytaj","287 zl","zapytaj","zapytaj","miejskie","wtórny","prywatny",1980,"blok","plastikowe","tak","telewizja kablowa, internet, telefon","domofon / wideofon","lodówka, meble, pralka","piwnica","zelbet",368000,"https://www.otodom.pl/pl/oferta/okazja-mieszkanie-blisko-uczelni-po-remoncie-ID4h8nJ","lublin",NA,11871
"1:106","1:113",32,"spóldzielcze wlasnosciowe","1","do zamieszkania","parter/4","balkon","250 zl","zapytaj","zapytaj","miejskie","wtórny","prywatny",1995,"blok","plastikowe","nie","telewizja kablowa, internet","domofon / wideofon","lodówka, meble, piekarnik, kuchenka","piwnica, oddzielna kuchnia",NA,315000,"https://www.otodom.pl/pl/oferta/mieszkanie-kawalerka-31-5m2-czechow-blisko-um-ID4fEJJ","lublin",NA,9844
"1:107","1:114",32,"pelna wlasnosc","2","do zamieszkania","2/3","balkon","200 zl","zapytaj","zapytaj","inne","wtórny","biuro nieruchomosci ",1930,"kamienica","plastikowe","nie",NA,"drzwi / okna antywlamaniowe, domofon / wideofon",NA,"piwnica","cegla",275000,"https://www.otodom.pl/pl/oferta/2-pokoje-rozklad-komfort-2-pietro-ID4eZ5X","lublin",NA,8594
"1:108","1:115",35,"zapytaj","2","zapytaj","3/3","zapytaj","zapytaj","zapytaj","zapytaj","inne","pierwotny","biuro nieruchomosci ",2023,"blok",NA,"nie",NA,"drzwi / okna antywlamaniowe, domofon / wideofon",NA,NA,"inne",296650,"https://www.otodom.pl/pl/oferta/nowe-mieszkania-na-ponikwodzie-ID4hax9","lublin",NA,8476
"1:109","1:116",37,"pelna wlasnosc","2","zapytaj","3/10","balkon","240 zl","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ",1969,NA,NA,"nie",NA,"domofon / wideofon","meble",NA,NA,375000,"https://www.otodom.pl/pl/oferta/2-pokoje-po-remoncie-blisko-um-ID4has9","lublin",NA,10135
"1:110","1:117",36,"pelna wlasnosc","2","zapytaj","2/4","balkon","270 zl","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ",NA,NA,NA,"nie",NA,"domofon / wideofon","meble","oddzielna kuchnia",NA,310000,"https://www.otodom.pl/pl/oferta/mieszkanie-sprzedaz-2-pokoje-bronowice-inwestycja-ID4haks","lublin","2022-07-01",8611
"1:111","1:118",34,"pelna wlasnosc","2","do zamieszkania","parter/4","balkon","236 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ",2011,"blok","plastikowe","tak","telewizja kablowa, internet",NA,NA,"piwnica","pustak",355000,"https://www.otodom.pl/pl/oferta/2-pokoje-w-nowym-bloku-na-dziesiatej-ID4gVxQ","lublin",NA,10441
"1:112","1:119",32,"spóldzielcze wlasnosciowe","2","do remontu","5/10","zapytaj","287 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ",1973,"blok","plastikowe","tak","telewizja kablowa, internet",NA,NA,"piwnica","wielka plyta",275000,"https://www.otodom.pl/pl/oferta/2-pokoje-lsm-idealne-pod-wynajem-ID4gdWw","lublin",NA,8594
"1:113","1:120",38,"pelna wlasnosc","2","zapytaj","4/10","balkon","zapytaj","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ",1968,"blok","plastikowe","tak",NA,NA,NA,"piwnica","wielka plyta",375000,"https://www.otodom.pl/pl/oferta/2-pokoje-z-balkonem-blisko-um-ID4ha1d","lublin",NA,9868
"1:114","1:123",32,"pelna wlasnosc","2","zapytaj","parter/3","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","kotlownia","pierwotny","deweloper",2023,"blok","plastikowe","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, domofon / wideofon",NA,"piwnica","cegla",266596,"https://www.otodom.pl/pl/oferta/osiedle-daliowa-mieszkanie-2p-ak-ID4f2US","lublin",NA,8331
"1:115","1:124",27,"spóldzielcze wl. z KW","1","do remontu","1/7","zapytaj","zapytaj","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ",1965,"blok","plastikowe","tak",NA,NA,NA,"piwnica",NA,245000,"https://www.otodom.pl/pl/oferta/kawalerka-do-remontu-ID4gWXO","lublin",NA,9074
"1:116","1:125",37,"zapytaj","2","do remontu","1/3","balkon","450 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ",1960,"blok","plastikowe","nie","telewizja kablowa, internet, telefon",NA,NA,"piwnica, oddzielna kuchnia","pustak",325000,"https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-wieniawa-ID4gDjH","lublin",NA,8784
"1:117","1:126",33,"pelna wlasnosc","1","do zamieszkania","10/10","zapytaj","350 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ",1978,"blok","plastikowe","tak",NA,"drzwi / okna antywlamaniowe, domofon / wideofon",NA,"piwnica","wielka plyta",309000,"https://www.otodom.pl/pl/oferta/1-pokojowe-po-remoncie-winda-wrotkow-ID4h9Bj","lublin",NA,9364
"1:118","1:127",36,"pelna wlasnosc","2","do zamieszkania","parter/4","zapytaj","300 zl","zapytaj","zapytaj","inne","wtórny","biuro nieruchomosci ",1970,"blok","plastikowe","nie","internet","domofon / wideofon","zmywarka, lodówka, meble, piekarnik, kuchenka","piwnica","cegla",395000,"https://www.otodom.pl/pl/oferta/mieszkanie-bez-piecyka-do-wejscia-ID4h9Ak","lublin",NA,10972
"1:119","1:128",31,"pelna wlasnosc","1","do zamieszkania","parter/4","balkon, ogródek","zapytaj","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ",2015,"blok","plastikowe","tak",NA,"monitoring / ochrona",NA,"piwnica","cegla",339000,"https://www.otodom.pl/pl/oferta/kawalerka-do-wejscia-z-duzym-ogrodkiem-ID4h9zR","lublin",NA,10935
"1:120","1:129",38,"pelna wlasnosc","2","zapytaj","5/10","balkon","zapytaj","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ",1982,"blok",NA,"tak",NA,NA,NA,"piwnica","wielka plyta",334000,"https://www.otodom.pl/pl/oferta/2-pokoje-do-wejscia-blisko-uczelnie-ID4h9zO","lublin",NA,8789
"1:121","1:130",17,"zapytaj","1","zapytaj","parter/4","zapytaj","162 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ",1933,"kamienica","drewniane","nie",NA,NA,NA,NA,"cegla",230000,"https://www.otodom.pl/pl/oferta/centrum-lublina-parter-na-biuro-ID4h9yf","lublin",NA,13529
"1:122","1:131",36,"pelna wlasnosc","2","do zamieszkania","3/3","balkon","300 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ",1965,"blok","plastikowe","nie","internet","drzwi / okna antywlamaniowe, domofon / wideofon","zmywarka, lodówka, meble, piekarnik, kuchenka, pralka","piwnica","cegla",392000,"https://www.otodom.pl/pl/oferta/centrum-2-pokoje-nowoczesne-do-wejscia-ID4fQqF","lublin","2022-03-15",10889
"1:123","1:132",36,"pelna wlasnosc","2","do zamieszkania","3/3","balkon","250 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ",2020,"blok","plastikowe","tak",NA,"drzwi / okna antywlamaniowe, domofon / wideofon","zmywarka, lodówka, meble, piekarnik, kuchenka, pralka","piwnica","pustak",399000,"https://www.otodom.pl/pl/oferta/nowe-niski-blok-winda-komfortowe-felin-ID4fzxG","lublin",NA,11083
"1:124","1:133",37,"pelna wlasnosc","2","do wykonczenia","5/10","balkon","330 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ",1980,"blok",NA,"tak",NA,NA,NA,"piwnica","wielka plyta",334000,"https://www.otodom.pl/pl/oferta/mieszkanie-2-pokoje-rury-ID4h9aR","lublin",NA,9027
"1:125","1:137",34,"pelna wlasnosc","2","zapytaj","parter/3","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","kotlownia","pierwotny","deweloper",2023,"blok","plastikowe","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, domofon / wideofon",NA,"piwnica","cegla",285012,"https://www.otodom.pl/pl/oferta/nowe-mieszkanie-na-osiedlu-daliowa-ID4f1qi","lublin",NA,8383
"1:126","1:138",37,"spóldzielcze wlasnosciowe","2","do zamieszkania","8/10","balkon","320 zl","zapytaj","zapytaj","miejskie","wtórny","prywatny",NA,"blok","plastikowe","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, domofon / wideofon","lodówka, meble, piekarnik, kuchenka, pralka","piwnica","wielka plyta",352450,"https://www.otodom.pl/pl/oferta/mieszkanie-pana-tadeusza-37m2-2-pokoje-ID4gUKk","lublin",NA,9526
"1:127","1:139",32,"pelna wlasnosc","2","do remontu","3/10","balkon","280 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ",1975,"blok","plastikowe","tak","telewizja kablowa, internet, telefon",NA,NA,"piwnica","wielka plyta",285000,"https://www.otodom.pl/pl/oferta/32m2-2-pokoje-balkon-lsm-os-konopnickiej-ID4ggv5","lublin",NA,8906
"1:128","1:140",38,"pelna wlasnosc","2","do zamieszkania","parter/3","balkon","zapytaj","zapytaj","zapytaj","gazowe","wtórny","biuro nieruchomosci ",2008,"blok","plastikowe","nie",NA,"drzwi / okna antywlamaniowe, domofon / wideofon","meble","piwnica",NA,355000,"https://www.otodom.pl/pl/oferta/kawalerka-parter-duzybalkon-sloneczny-dom-ID4h8xy","lublin",NA,9342
